Exposure_dose_ug_per_ml,Surface_area_m2g,Formation_enthalpy_eV,Exposure_time_hr,Toxicity
1.1,89.1000891,-11.59,24.0,0
0.37,89.1000891,-11.59,2.0,1
0.37,89.1000891,-11.59,4.0,1
0.37,89.1000891,-11.59,6.0,1
0.37,89.1000891,-11.59,8.0,1
0.37,89.1000891,-11.59,10.0,1
0.37,89.1000891,-11.59,12.0,1
0.37,89.1000891,-11.59,14.0,1
0.37,89.1000891,-11.59,16.0,1
0.37,89.1000891,-11.59,18.0,1
0.37,89.1000891,-11.59,20.0,1
0.37,89.1000891,-11.59,22.0,1
0.37,89.1000891,-11.59,24.0,1
0.1234,89.1000891,-11.59,2.0,1
0.1234,89.1000891,-11.59,4.0,1
0.1234,89.1000891,-11.59,6.0,1
0.1234,89.1000891,-11.59,8.0,1
0.1234,89.1000891,-11.59,10.0,1
0.1234,89.1000891,-11.59,12.0,1
0.1234,89.1000891,-11.59,14.0,1
0.1234,89.1000891,-11.59,16.0,1
0.1234,89.1000891,-11.59,18.0,1
0.1234,89.1000891,-11.59,20.0,1
0.1234,89.1000891,-11.59,22.0,1
0.1234,89.1000891,-11.59,24.0,1
0.0,23.25040688,-3.608,4.0,0
1.0,23.25040688,-3.608,4.0,0
2.5,23.25040688,-3.608,4.0,0
5.0,23.25040688,-3.608,4.0,0
10.0,23.25040688,-3.608,4.0,0
50.0,23.25040688,-3.608,4.0,0
0.0,23.25040688,-3.608,4.0,0
1.0,23.25040688,-3.608,4.0,0
2.5,23.25040688,-3.608,4.0,0
5.0,23.25040688,-3.608,4.0,0
10.0,23.25040688,-3.608,4.0,0
50.0,23.25040688,-3.608,4.0,0
0.0,14.85442662,-3.608,24.0,0
1.0,14.85442662,-3.608,24.0,0
5.0,14.85442662,-3.608,24.0,0
10.0,14.85442662,-3.608,24.0,0
20.0,14.85442662,-3.608,24.0,1
50.0,14.85442662,-3.608,24.0,1
0.0,4.512737201,-3.608,24.0,0
1.0,4.512737201,-3.608,24.0,0
5.0,4.512737201,-3.608,24.0,0
10.0,4.512737201,-3.608,24.0,0
20.0,4.512737201,-3.608,24.0,0
50.0,4.512737201,-3.608,24.0,1
0.0,13.48429754,-11.59,24.0,0
1.0,13.48429754,-11.59,24.0,0
5.0,13.48429754,-11.59,24.0,0
10.0,13.48429754,-11.59,24.0,0
10.0,14.62879434,-1.609,8.0,0
90.0,14.62879434,-1.609,8.0,1
0.0,28.36879433,-9.779,24.0,0
1.0,28.36879433,-9.779,24.0,0
10.0,28.36879433,-9.779,24.0,0
50.0,28.36879433,-9.779,24.0,0
100.0,28.36879433,-9.779,24.0,0
200.0,28.36879433,-9.779,24.0,0
0.0,77.51,-9.779,24.0,0
1.56,77.51,-9.779,24.0,0
3.13,77.51,-9.779,24.0,0
6.25,77.51,-9.779,24.0,0
12.5,77.51,-9.779,24.0,0
25.0,77.51,-9.779,24.0,0
50.0,77.51,-9.779,24.0,0
100.0,77.51,-9.779,24.0,0
200.0,77.51,-9.779,24.0,0
0.0,77.51,-9.779,48.0,0
1.56,77.51,-9.779,48.0,0
3.13,77.51,-9.779,48.0,0
6.25,77.51,-9.779,48.0,0
12.5,77.51,-9.779,48.0,0
25.0,77.51,-9.779,48.0,0
50.0,77.51,-9.779,48.0,0
100.0,77.51,-9.779,48.0,0
200.0,77.51,-9.779,48.0,0
0.0,115.8301158,-11.59,26.0,0
2.0,115.8301158,-11.59,26.0,0
4.0,115.8301158,-11.59,26.0,0
8.0,115.8301158,-11.59,26.0,0
10.0,115.8301158,-11.59,26.0,0
50.0,115.8301158,-11.59,26.0,0
100.0,115.8301158,-11.59,26.0,0
0.153,15.14126803,-1.609,48.0,0
0.115,15.14126803,-1.609,48.0,0
0.077,15.14126803,-1.609,48.0,0
0.153,15.14126803,-1.609,48.0,0
0.115,15.14126803,-1.609,48.0,0
0.077,15.14126803,-1.609,48.0,0
0.153,15.14126803,-1.609,48.0,0
0.115,15.14126803,-1.609,48.0,0
0.077,15.14126803,-1.609,48.0,0
0.0,160.8751609,-11.59,24.0,0
1.0,160.8751609,-11.59,24.0,0
3.0,160.8751609,-11.59,24.0,0
10.0,160.8751609,-11.59,24.0,0
0.0,160.8751609,-11.59,24.0,0
1.0,160.8751609,-11.59,24.0,0
3.0,160.8751609,-11.59,24.0,0
10.0,160.8751609,-11.59,24.0,0
0.0,163.1410082,-11.59,24.0,0
1.0,163.1410082,-11.59,24.0,0
3.0,163.1410082,-11.59,24.0,0
10.0,163.1410082,-11.59,24.0,0
0.0,163.1410082,-11.59,24.0,0
1.0,163.1410082,-11.59,24.0,0
3.0,163.1410082,-11.59,24.0,0
10.0,163.1410082,-11.59,24.0,0
0.0,167.8697331,-11.59,24.0,0
1.0,167.8697331,-11.59,24.0,0
3.0,167.8697331,-11.59,24.0,0
10.0,167.8697331,-11.59,24.0,0
0.0,167.8697331,-11.59,24.0,0
1.0,167.8697331,-11.59,24.0,0
3.0,167.8697331,-11.59,24.0,0
10.0,167.8697331,-11.59,24.0,0
0.0,163.1410082,-11.59,24.0,0
1.0,163.1410082,-11.59,24.0,0
3.0,163.1410082,-11.59,24.0,0
10.0,163.1410082,-11.59,24.0,0
0.0,163.1410082,-11.59,24.0,0
1.0,163.1410082,-11.59,24.0,0
3.0,163.1410082,-11.59,24.0,0
10.0,163.1410082,-11.59,24.0,0
0.0,117.2264228,-9.779,24.0,0
10.0,117.2264228,-9.779,24.0,0
100.0,117.2264228,-9.779,24.0,0
1000.0,117.2264228,-9.779,24.0,0
2000.0,117.2264228,-9.779,24.0,0
0.0,117.2264228,-9.779,48.0,0
10.0,117.2264228,-9.779,48.0,0
100.0,117.2264228,-9.779,48.0,0
1000.0,117.2264228,-9.779,48.0,0
2000.0,117.2264228,-9.779,48.0,1
0.0,117.2264228,-9.779,72.0,0
10.0,117.2264228,-9.779,72.0,0
100.0,117.2264228,-9.779,72.0,0
1000.0,117.2264228,-9.779,72.0,0
2000.0,117.2264228,-9.779,72.0,0
0.0,117.2264228,-9.779,24.0,0
10.0,117.2264228,-9.779,24.0,0
100.0,117.2264228,-9.779,24.0,0
1000.0,117.2264228,-9.779,24.0,0
2000.0,117.2264228,-9.779,24.0,0
0.0,117.2264228,-9.779,48.0,0
10.0,117.2264228,-9.779,48.0,0
100.0,117.2264228,-9.779,48.0,0
1000.0,117.2264228,-9.779,48.0,0
2000.0,117.2264228,-9.779,48.0,0
0.0,117.2264228,-9.779,72.0,0
10.0,117.2264228,-9.779,72.0,0
100.0,117.2264228,-9.779,72.0,0
1000.0,117.2264228,-9.779,72.0,0
2000.0,117.2264228,-9.779,72.0,0
0.0,61.22030433,-3.608,24.0,0
1.584893192,61.22030433,-3.608,24.0,0
3.16227766,61.22030433,-3.608,24.0,0
6.309573445,61.22030433,-3.608,24.0,0
12.58925412,61.22030433,-3.608,24.0,1
25.11886432,61.22030433,-3.608,24.0,1
50.11872336,61.22030433,-3.608,24.0,1
100.0,61.22030433,-3.608,24.0,1
0.0,61.22030433,-3.608,24.0,0
1.584893192,61.22030433,-3.608,24.0,0
3.16227766,61.22030433,-3.608,24.0,0
6.309573445,61.22030433,-3.608,24.0,1
12.58925412,61.22030433,-3.608,24.0,1
25.11886432,61.22030433,-3.608,24.0,1
50.11872336,61.22030433,-3.608,24.0,1
100.0,61.22030433,-3.608,24.0,1
0.0,154.4401544,-11.59,24.0,0
5.0,154.4401544,-11.59,24.0,0
10.0,154.4401544,-11.59,24.0,0
20.0,154.4401544,-11.59,24.0,0
50.0,154.4401544,-11.59,24.0,0
100.0,154.4401544,-11.59,24.0,0
5.0,205.6766763,-3.608,24.0,0
7.5,205.6766763,-3.608,24.0,0
10.0,205.6766763,-3.608,24.0,0
15.0,205.6766763,-3.608,24.0,0
20.0,205.6766763,-3.608,24.0,0
25.0,205.6766763,-3.608,24.0,0
5.0,205.6766763,-3.608,24.0,0
7.5,205.6766763,-3.608,24.0,0
10.0,205.6766763,-3.608,24.0,0
15.0,205.6766763,-3.608,24.0,0
20.0,205.6766763,-3.608,24.0,1
25.0,205.6766763,-3.608,24.0,1
5.0,227.5571737,-3.608,24.0,0
7.5,227.5571737,-3.608,24.0,0
10.0,227.5571737,-3.608,24.0,0
15.0,227.5571737,-3.608,24.0,0
20.0,227.5571737,-3.608,24.0,0
25.0,227.5571737,-3.608,24.0,0
5.0,227.5571737,-3.608,24.0,0
7.5,227.5571737,-3.608,24.0,0
10.0,227.5571737,-3.608,24.0,0
15.0,227.5571737,-3.608,24.0,0
20.0,227.5571737,-3.608,24.0,0
25.0,227.5571737,-3.608,24.0,0
5.0,243.0724356,-3.608,24.0,0
7.5,243.0724356,-3.608,24.0,0
10.0,243.0724356,-3.608,24.0,0
15.0,243.0724356,-3.608,24.0,0
20.0,243.0724356,-3.608,24.0,0
25.0,243.0724356,-3.608,24.0,0
5.0,243.0724356,-3.608,24.0,0
7.5,243.0724356,-3.608,24.0,0
10.0,243.0724356,-3.608,24.0,0
15.0,243.0724356,-3.608,24.0,0
20.0,243.0724356,-3.608,24.0,1
25.0,243.0724356,-3.608,24.0,1
0.0,9.722897423,-3.608,24.0,0
0.6,9.722897423,-3.608,24.0,0
1.2,9.722897423,-3.608,24.0,0
2.5,9.722897423,-3.608,24.0,0
5.0,9.722897423,-3.608,24.0,0
7.5,9.722897423,-3.608,24.0,0
10.0,9.722897423,-3.608,24.0,1
20.0,9.722897423,-3.608,24.0,1
0.0,9.722897423,-3.608,24.0,0
0.6,9.722897423,-3.608,24.0,0
1.2,9.722897423,-3.608,24.0,0
2.5,9.722897423,-3.608,24.0,0
5.0,9.722897423,-3.608,24.0,0
7.5,9.722897423,-3.608,24.0,1
10.0,9.722897423,-3.608,24.0,1
20.0,9.722897423,-3.608,24.0,1
0.0,9.722897423,-3.608,24.0,0
0.6,9.722897423,-3.608,24.0,0
1.2,9.722897423,-3.608,24.0,0
2.5,9.722897423,-3.608,24.0,0
5.0,9.722897423,-3.608,24.0,0
7.5,9.722897423,-3.608,24.0,0
10.0,9.722897423,-3.608,24.0,1
20.0,9.722897423,-3.608,24.0,1
0.18,9.722897423,-3.608,4.0,0
0.35,9.722897423,-3.608,4.0,0
0.7,9.722897423,-3.608,4.0,0
1.5,9.722897423,-3.608,4.0,0
3.0,9.722897423,-3.608,4.0,0
6.0,9.722897423,-3.608,4.0,0
12.0,9.722897423,-3.608,4.0,0
0.18,9.722897423,-3.608,24.0,0
0.35,9.722897423,-3.608,24.0,1
0.7,9.722897423,-3.608,24.0,1
1.5,9.722897423,-3.608,24.0,1
3.0,9.722897423,-3.608,24.0,1
6.0,9.722897423,-3.608,24.0,1
12.0,9.722897423,-3.608,24.0,1
1.0,7.387706856,-9.779,24.0,0
10.0,7.387706856,-9.779,24.0,0
50.0,7.387706856,-9.779,24.0,0
1.0,1.784200901,-9.779,24.0,0
10.0,1.784200901,-9.779,24.0,0
50.0,1.784200901,-9.779,24.0,0
1.0,2.797711472,-9.779,24.0,0
10.0,2.797711472,-9.779,24.0,0
50.0,2.797711472,-9.779,24.0,0
1.0,47.28132388,-9.779,24.0,0
10.0,47.28132388,-9.779,24.0,0
50.0,47.28132388,-9.779,24.0,0
1.0,278.1254346,-9.779,24.0,0
10.0,278.1254346,-9.779,24.0,0
50.0,278.1254346,-9.779,24.0,0
1.0,7.387706856,-9.779,24.0,0
10.0,7.387706856,-9.779,24.0,0
50.0,7.387706856,-9.779,24.0,0
1.0,1.784200901,-9.779,24.0,0
10.0,1.784200901,-9.779,24.0,0
50.0,1.784200901,-9.779,24.0,0
1.0,2.797711472,-9.779,24.0,0
10.0,2.797711472,-9.779,24.0,0
50.0,2.797711472,-9.779,24.0,0
1.0,47.28132388,-9.779,24.0,0
10.0,47.28132388,-9.779,24.0,0
50.0,47.28132388,-9.779,24.0,0
1.0,278.1254346,-9.779,24.0,0
10.0,278.1254346,-9.779,24.0,0
50.0,278.1254346,-9.779,24.0,0
1.0,7.387706856,-9.779,24.0,0
10.0,7.387706856,-9.779,24.0,0
50.0,7.387706856,-9.779,24.0,0
1.0,1.784200901,-9.779,24.0,0
10.0,1.784200901,-9.779,24.0,0
50.0,1.784200901,-9.779,24.0,0
1.0,2.797711472,-9.779,24.0,0
10.0,2.797711472,-9.779,24.0,0
50.0,2.797711472,-9.779,24.0,0
1.0,47.28132388,-9.779,24.0,0
10.0,47.28132388,-9.779,24.0,0
50.0,47.28132388,-9.779,24.0,0
1.0,278.1254346,-9.779,24.0,0
10.0,278.1254346,-9.779,24.0,0
50.0,278.1254346,-9.779,24.0,0
0.0,26.98273645,-1.609,24.0,0
50.0,26.98273645,-1.609,24.0,1
100.0,26.98273645,-1.609,24.0,1
200.0,26.98273645,-1.609,24.0,1
0.0,21.7690392,-1.609,24.0,0
50.0,21.7690392,-1.609,24.0,1
100.0,21.7690392,-1.609,24.0,1
200.0,21.7690392,-1.609,24.0,1
0.0,26.98273645,-1.609,24.0,0
50.0,26.98273645,-1.609,24.0,0
100.0,26.98273645,-1.609,24.0,0
200.0,26.98273645,-1.609,24.0,1
0.0,21.7690392,-1.609,24.0,0
50.0,21.7690392,-1.609,24.0,0
100.0,21.7690392,-1.609,24.0,0
200.0,21.7690392,-1.609,24.0,1
0.0,26.98273645,-1.609,24.0,0
50.0,26.98273645,-1.609,24.0,0
100.0,26.98273645,-1.609,24.0,0
200.0,26.98273645,-1.609,24.0,1
0.0,21.7690392,-1.609,24.0,0
50.0,21.7690392,-1.609,24.0,0
100.0,21.7690392,-1.609,24.0,0
200.0,21.7690392,-1.609,24.0,0
0.001,24.1,-1.609,24.0,0
0.01,24.1,-1.609,24.0,0
0.1,24.1,-1.609,24.0,0
1.0,24.1,-1.609,24.0,0
5.0,24.1,-1.609,24.0,0
10.0,24.1,-1.609,24.0,1
20.0,24.1,-1.609,24.0,1
50.0,24.1,-1.609,24.0,1
100.0,24.1,-1.609,24.0,1
0.001,24.1,-1.609,12.0,0
0.01,24.1,-1.609,12.0,0
0.1,24.1,-1.609,12.0,0
1.0,24.1,-1.609,12.0,0
5.0,24.1,-1.609,12.0,0
10.0,24.1,-1.609,12.0,0
20.0,24.1,-1.609,12.0,1
50.0,24.1,-1.609,12.0,1
100.0,24.1,-1.609,12.0,1
0.001,147.4,-11.59,24.0,0
0.01,147.4,-11.59,24.0,0
0.1,147.4,-11.59,24.0,0
1.0,147.4,-11.59,24.0,0
5.0,147.4,-11.59,24.0,0
10.0,147.4,-11.59,24.0,0
20.0,147.4,-11.59,24.0,0
50.0,147.4,-11.59,24.0,0
100.0,147.4,-11.59,24.0,0
0.001,147.4,-11.59,12.0,0
0.01,147.4,-11.59,12.0,0
0.1,147.4,-11.59,12.0,0
1.0,147.4,-11.59,12.0,0
5.0,147.4,-11.59,12.0,0
10.0,147.4,-11.59,12.0,0
20.0,147.4,-11.59,12.0,0
50.0,147.4,-11.59,12.0,0
100.0,147.4,-11.59,12.0,0
0.0,100.0,-11.59,24.0,0
6.25,100.0,-11.59,24.0,0
12.5,100.0,-11.59,24.0,0
25.0,100.0,-11.59,24.0,0
50.0,100.0,-11.59,24.0,1
100.0,100.0,-11.59,24.0,1
0.0,100.0,-11.59,24.0,0
6.25,100.0,-11.59,24.0,0
12.5,100.0,-11.59,24.0,0
25.0,100.0,-11.59,24.0,0
50.0,100.0,-11.59,24.0,0
100.0,100.0,-11.59,24.0,0
0.0,100.0,-11.59,24.0,0
6.25,100.0,-11.59,24.0,0
12.5,100.0,-11.59,24.0,0
25.0,100.0,-11.59,24.0,0
50.0,100.0,-11.59,24.0,0
100.0,100.0,-11.59,24.0,0
0.0,100.0,-11.59,72.0,0
1.56,100.0,-11.59,72.0,0
3.13,100.0,-11.59,72.0,0
6.25,100.0,-11.59,72.0,1
12.5,100.0,-11.59,72.0,1
25.0,100.0,-11.59,72.0,0
50.0,100.0,-11.59,72.0,1
100.0,100.0,-11.59,72.0,1
0.0,100.0,-11.59,48.0,0
1.56,100.0,-11.59,48.0,0
3.13,100.0,-11.59,48.0,0
6.25,100.0,-11.59,48.0,0
12.5,100.0,-11.59,48.0,0
25.0,100.0,-11.59,48.0,0
50.0,100.0,-11.59,48.0,0
100.0,100.0,-11.59,48.0,1
0.0,100.0,-11.59,24.0,0
1.56,100.0,-11.59,24.0,0
3.13,100.0,-11.59,24.0,0
6.25,100.0,-11.59,24.0,0
12.5,100.0,-11.59,24.0,0
25.0,100.0,-11.59,24.0,0
50.0,100.0,-11.59,24.0,0
100.0,100.0,-11.59,24.0,0
0.05,100.0,-11.59,24.0,0
0.5,100.0,-11.59,24.0,0
5.0,100.0,-11.59,24.0,0
50.0,100.0,-11.59,24.0,0
500.0,100.0,-11.59,24.0,0
500.0,100.0,-11.59,24.0,1
0.05,100.0,-11.59,24.0,0
0.5,100.0,-11.59,24.0,0
5.0,100.0,-11.59,24.0,0
500.0,100.0,-11.59,24.0,0
0.05,100.0,-11.59,24.0,0
0.5,100.0,-11.59,24.0,0
5.0,100.0,-11.59,24.0,0
500.0,100.0,-11.59,24.0,0
0.0,65.0,-9.41,20.0,0
200.0,65.0,-9.41,20.0,0
0.0,57.0,-9.779,24.0,0
150.0,57.0,-9.779,24.0,0
0.0,57.0,-9.779,24.0,0
150.0,57.0,-9.779,24.0,0
0.0,57.0,-9.779,24.0,0
150.0,57.0,-9.779,24.0,0
0.0,57.0,-9.779,24.0,0
150.0,57.0,-9.779,24.0,0
0.0,57.0,-9.779,24.0,0
150.0,57.0,-9.779,24.0,1
150.0,57.0,-9.779,24.0,0
0.0,50.0,-9.779,24.0,0
1.0,50.0,-9.779,24.0,0
5.0,50.0,-9.779,24.0,0
10.0,50.0,-9.779,24.0,0
0.0,50.0,-9.779,12.0,0
1.0,50.0,-9.779,12.0,0
5.0,50.0,-9.779,12.0,0
10.0,50.0,-9.779,12.0,0
0.0,50.0,-9.779,6.0,0
1.0,50.0,-9.779,6.0,0
5.0,50.0,-9.779,6.0,0
10.0,50.0,-9.779,6.0,0
0.0,50.4,-9.779,24.0,0
10.0,50.4,-9.779,24.0,0
30.0,50.4,-9.779,24.0,0
100.0,50.4,-9.779,24.0,0
300.0,50.4,-9.779,24.0,0
0.0,166.0,-9.779,24.0,0
10.0,166.0,-9.779,24.0,0
30.0,166.0,-9.779,24.0,0
100.0,166.0,-9.779,24.0,0
300.0,166.0,-9.779,24.0,0
0.001,21.3,-3.608,24.0,0
0.01,21.3,-3.608,24.0,0
0.1,21.3,-3.608,24.0,0
1.0,21.3,-3.608,24.0,0
5.0,21.3,-3.608,24.0,0
10.0,21.3,-3.608,24.0,0
20.0,21.3,-3.608,24.0,1
50.0,21.3,-3.608,24.0,1
100.0,21.3,-3.608,24.0,1
0.001,21.3,-3.608,12.0,0
0.01,21.3,-3.608,12.0,0
0.1,21.3,-3.608,12.0,0
1.0,21.3,-3.608,12.0,0
5.0,21.3,-3.608,12.0,0
10.0,21.3,-3.608,12.0,0
20.0,21.3,-3.608,12.0,0
50.0,21.3,-3.608,12.0,1
100.0,21.3,-3.608,12.0,1
10.0,14.4,-3.608,24.0,0
20.0,14.4,-3.608,24.0,0
30.0,14.4,-3.608,24.0,1
50.0,14.4,-3.608,24.0,1
80.0,14.4,-3.608,24.0,1
10.0,14.5,-3.608,24.0,0
30.0,14.5,-3.608,24.0,0
50.0,14.5,-3.608,24.0,1
80.0,14.5,-3.608,24.0,1
10.0,14.4,-3.608,24.0,0
20.0,14.4,-3.608,24.0,0
30.0,14.4,-3.608,24.0,1
50.0,14.4,-3.608,24.0,1
80.0,14.4,-3.608,24.0,1
10.0,14.5,-3.608,24.0,0
20.0,14.5,-3.608,24.0,0
30.0,14.5,-3.608,24.0,1
50.0,14.5,-3.608,24.0,1
80.0,14.5,-3.608,24.0,1
0.0,7.34,-3.608,24.0,0
5.0,7.34,-3.608,24.0,0
10.0,7.34,-3.608,24.0,0
40.0,7.34,-3.608,24.0,1
80.0,7.34,-3.608,24.0,1
0.0,7.34,-3.608,24.0,0
5.0,7.34,-3.608,24.0,0
10.0,7.34,-3.608,24.0,0
20.0,7.34,-3.608,24.0,1
40.0,7.34,-3.608,24.0,1
80.0,7.34,-3.608,24.0,1
0.0,7.34,-3.608,24.0,0
5.0,7.34,-3.608,24.0,0
10.0,7.34,-3.608,24.0,0
20.0,7.34,-3.608,24.0,1
40.0,7.34,-3.608,24.0,1
80.0,7.34,-3.608,24.0,1
0.0,15.0,-3.608,72.0,0
1.56,15.0,-3.608,72.0,0
3.13,15.0,-3.608,72.0,0
6.25,15.0,-3.608,72.0,0
12.5,15.0,-3.608,72.0,1
25.0,15.0,-3.608,72.0,1
50.0,15.0,-3.608,72.0,1
0.0,15.0,-3.608,24.0,0
1.56,15.0,-3.608,24.0,0
3.13,15.0,-3.608,24.0,0
6.25,15.0,-3.608,24.0,0
12.5,15.0,-3.608,24.0,1
25.0,15.0,-3.608,24.0,1
50.0,15.0,-3.608,24.0,1
0.0,15.0,-3.608,12.0,0
1.56,15.0,-3.608,12.0,0
3.13,15.0,-3.608,12.0,0
6.25,15.0,-3.608,12.0,0
12.5,15.0,-3.608,12.0,0
25.0,15.0,-3.608,12.0,0
0.0,90.0,-3.608,72.0,0
1.56,90.0,-3.608,72.0,0
3.13,90.0,-3.608,72.0,0
6.25,90.0,-3.608,72.0,0
12.5,90.0,-3.608,72.0,1
25.0,90.0,-3.608,72.0,1
50.0,90.0,-3.608,72.0,1
0.0,90.0,-3.608,24.0,0
1.56,90.0,-3.608,24.0,0
3.13,90.0,-3.608,24.0,0
6.25,90.0,-3.608,24.0,0
12.5,90.0,-3.608,24.0,0
25.0,90.0,-3.608,24.0,1
50.0,90.0,-3.608,24.0,1
0.0,90.0,-3.608,12.0,0
1.56,90.0,-3.608,12.0,0
3.13,90.0,-3.608,12.0,0
6.25,90.0,-3.608,12.0,0
12.5,90.0,-3.608,12.0,0
25.0,90.0,-3.608,12.0,1
50.0,90.0,-3.608,12.0,1
0.0,37.0,-3.608,72.0,0
1.56,37.0,-3.608,72.0,0
3.13,37.0,-3.608,72.0,0
6.25,37.0,-3.608,72.0,0
12.5,37.0,-3.608,72.0,1
25.0,37.0,-3.608,72.0,1
50.0,37.0,-3.608,72.0,1
0.0,37.0,-3.608,24.0,0
1.56,37.0,-3.608,24.0,0
3.13,37.0,-3.608,24.0,0
6.25,37.0,-3.608,24.0,0
12.5,37.0,-3.608,24.0,0
25.0,37.0,-3.608,24.0,1
50.0,37.0,-3.608,24.0,1
0.0,37.0,-3.608,12.0,0
1.56,37.0,-3.608,12.0,0
3.13,37.0,-3.608,12.0,0
6.25,37.0,-3.608,12.0,0
12.5,37.0,-3.608,12.0,0
50.0,37.0,-3.608,12.0,1
0.4,74.2,-1.609,24.0,0
0.8,74.2,-1.609,24.0,0
1.6,74.2,-1.609,24.0,0
3.2,74.2,-1.609,24.0,0
6.3,74.2,-1.609,24.0,0
12.5,74.2,-1.609,24.0,0
25.0,74.2,-1.609,24.0,1
50.0,74.2,-1.609,24.0,1
100.0,74.2,-1.609,24.0,1
200.0,74.2,-1.609,24.0,1
0.4,74.2,-1.609,24.0,0
0.8,74.2,-1.609,24.0,0
1.6,74.2,-1.609,24.0,0
3.2,74.2,-1.609,24.0,0
6.3,74.2,-1.609,24.0,0
12.5,74.2,-1.609,24.0,0
25.0,74.2,-1.609,24.0,1
50.0,74.2,-1.609,24.0,1
100.0,74.2,-1.609,24.0,1
200.0,74.2,-1.609,24.0,1
0.0,15.1,-19.49,24.0,0
50.0,15.1,-19.49,24.0,1
100.0,15.1,-19.49,24.0,1
250.0,15.1,-19.49,24.0,1
500.0,15.1,-19.49,24.0,1
750.0,15.1,-19.49,24.0,1
1000.0,15.1,-19.49,24.0,1
1500.0,15.1,-19.49,24.0,1
0.4,47.4,-3.608,24.0,0
0.8,47.4,-3.608,24.0,0
1.6,47.4,-3.608,24.0,0
3.2,47.4,-3.608,24.0,0
6.3,47.4,-3.608,24.0,0
12.5,47.4,-3.608,24.0,0
25.0,47.4,-3.608,24.0,0
50.0,47.4,-3.608,24.0,1
100.0,47.4,-3.608,24.0,1
200.0,47.4,-3.608,24.0,1
0.4,47.4,-3.608,24.0,0
0.8,47.4,-3.608,24.0,0
1.6,47.4,-3.608,24.0,0
3.2,47.4,-3.608,24.0,0
6.3,47.4,-3.608,24.0,1
12.5,47.4,-3.608,24.0,1
25.0,47.4,-3.608,24.0,1
50.0,47.4,-3.608,24.0,1
100.0,47.4,-3.608,24.0,1
200.0,47.4,-3.608,24.0,1
0.4,47.4,-3.608,24.0,0
0.8,47.4,-3.608,24.0,0
1.6,47.4,-3.608,24.0,0
3.2,47.4,-3.608,24.0,0
6.3,47.4,-3.608,24.0,1
12.5,47.4,-3.608,24.0,1
25.0,47.4,-3.608,24.0,1
50.0,47.4,-3.608,24.0,1
100.0,47.4,-3.608,24.0,1
200.0,47.4,-3.608,24.0,1
0.0,20.6,-3.608,24.0,0
5.0,20.6,-3.608,24.0,0
10.0,20.6,-3.608,24.0,0
25.0,20.6,-3.608,24.0,1
50.0,20.6,-3.608,24.0,1
100.0,20.6,-3.608,24.0,1
9.7,15.3,-3.608,24.0,0
78.0,15.3,-3.608,24.0,1
155.1,15.3,-3.608,24.0,1
300.0,15.3,-3.608,24.0,1
480.6,15.3,-3.608,24.0,1
9.8,15.3,-3.608,24.0,0
20.0,15.3,-3.608,24.0,0
37.2,15.3,-3.608,24.0,0
77.0,15.3,-3.608,24.0,0
153.0,15.3,-3.608,24.0,1
312.3,15.3,-3.608,24.0,1
474.2,15.3,-3.608,24.0,1
8.0,15.3,-3.608,24.0,0
15.9,15.3,-3.608,24.0,0
31.7,15.3,-3.608,24.0,0
64.6,15.3,-3.608,24.0,0
128.4,15.3,-3.608,24.0,0
255.2,15.3,-3.608,24.0,1
372.2,15.3,-3.608,24.0,1
